-0.00,-0.03,1.01,-0.11,0.09,0.12,4922800
-0.01,-0.04,0.99,-0.15,0.07,0.03,4931248
-0.01,-0.04,1.00,-0.02,0.10,0.06,4939680
-0.01,-0.04,1.01,-0.06,0.15,-0.05,4948176
-0.01,-0.03,1.00,-0.08,0.07,0.03,4956616
-0.00,-0.04,1.00,-0.08,0.32,0.09,4965016
-0.00,-0.04,1.00,-0.05,0.26,-0.11,4973464
-0.01,-0.04,1.00,-0.03,0.07,-0.04,4981944
-0.00,-0.03,0.99,-0.03,0.06,-0.02,4990368
0.00,-0.03,1.01,-0.11,-0.00,-0.10,4998848
-0.00,-0.03,0.99,-0.03,0.04,0.10,5007224
-0.01,-0.04,1.00,0.23,-0.06,0.01,5015680
0.00,-0.03,1.00,0.14,-0.05,0.09,5024072
-0.00,-0.04,1.00,-0.00,0.09,-0.11,5032504
-0.00,-0.04,1.00,-0.00,-0.10,0.06,5040920
-0.01,-0.03,1.00,-0.02,-0.02,0.01,5049376
-0.00,-0.03,1.00,0.06,-0.06,0.03,5057816
-0.00,-0.04,1.00,-0.05,-0.10,0.12,5066256
-0.00,-0.04,0.99,0.03,-0.31,0.10,5074696
0.00,-0.04,1.01,-0.03,-0.32,0.04,5083112
-0.00,-0.03,0.99,0.01,-0.13,0.10,5091568
-0.00,-0.03,0.99,0.04,-0.26,0.09,5099992
0.00,-0.03,1.00,0.07,-0.00,-0.05,5108384
-0.00,-0.04,0.99,0.07,-0.03,0.22,5116816
0.00,-0.04,1.00,0.03,-0.08,-0.02,5125200
-0.01,-0.03,0.99,0.06,-0.03,-0.05,5133680
-0.00,-0.04,1.00,0.04,-0.05,0.06,5142072
-0.01,-0.03,1.00,-0.00,0.09,-0.01,5150512
-0.01,-0.03,1.00,-0.08,-0.20,0.04,5158968
-0.00,-0.03,1.00,-0.08,-0.02,0.09,5167368
0.00,-0.03,1.00,-0.08,-0.02,-0.05,5175808
-0.00,-0.03,1.00,0.15,0.24,0.04,5184192
-0.01,-0.03,1.00,-0.09,0.27,0.04,5192608
-0.00,-0.04,1.00,-0.09,0.06,0.03,5201024
-0.00,-0.03,1.00,-0.05,0.07,-0.05,5209472
-0.01,-0.03,1.01,-0.03,0.29,0.15,5217952
0.00,-0.03,1.00,-0.09,0.18,0.18,5226344
-0.00,-0.04,1.00,-0.11,0.23,0.04,5234800
-0.00,-0.04,0.99,0.10,0.04,-0.10,5243192
-0.01,-0.04,1.00,0.09,0.03,0.06,5251600
0.00,-0.03,1.00,-0.00,-0.08,0.06,5260024
-0.00,-0.04,1.00,-0.03,-0.08,-0.01,5268488
-0.00,-0.04,1.00,-0.00,0.01,0.10,5276880
-0.01,-0.04,1.00,0.12,0.01,-0.01,5285328
-0.01,-0.04,1.01,0.01,0.09,0.09,5293752
-0.00,-0.03,0.99,-0.11,-0.02,-0.01,5302232
-0.00,-0.03,1.00,-0.08,0.09,0.10,5310648
0.00,-0.04,1.01,-0.09,0.13,-0.02,5319088
-0.00,-0.04,1.01,-0.02,-0.11,0.10,5327584
-0.01,-0.03,1.00,0.07,-0.03,0.04,5336008
-0.01,-0.03,1.00,0.14,-0.26,0.09,5344456
0.00,-0.04,1.01,0.07,-0.20,0.06,5352840
-0.00,-0.03,1.00,0.09,0.03,0.03,5361232
-0.01,-0.04,1.00,-0.03,-0.22,-0.05,5369720
-0.00,-0.03,1.00,-0.02,-0.08,-0.08,5378176
-0.01,-0.03,1.00,-0.12,0.04,0.06,5386632
-0.00,-0.04,1.00,-0.20,0.09,-0.08,5395048
-0.00,-0.04,1.00,-0.14,0.01,0.07,5403480
0.00,-0.04,0.99,0.01,0.04,0.04,5411560
-0.01,-0.03,1.01,-0.00,0.01,0.06,5420008
-0.00,-0.04,1.00,-0.15,0.07,0.07,5428416
-0.00,-0.04,1.01,-0.14,0.23,-0.08,5436880
-0.01,-0.04,1.00,-0.14,0.09,0.01,5445312
-0.01,-0.03,1.00,-0.15,0.20,-0.13,5453816
-0.00,-0.04,1.01,0.03,0.13,-0.10,5462256
-0.00,-0.03,1.00,0.01,0.07,-0.02,5470688
-0.00,-0.03,1.00,-0.09,0.03,0.04,5479104
-0.01,-0.04,1.00,0.06,-0.22,0.16,5487560
0.00,-0.03,1.00,0.03,-0.25,-0.17,5496016
-0.01,-0.04,1.00,0.01,0.04,0.03,5504416
-0.00,-0.04,1.00,0.10,-0.34,0.04,5512848
-0.01,-0.03,1.00,0.15,-0.32,0.07,5521288
-0.00,-0.04,1.01,0.06,-0.28,-0.05,5529768
-0.00,-0.03,1.00,0.10,-0.39,-0.08,5538208
-0.01,-0.04,1.00,-0.14,-0.06,-0.16,5546704
-0.01,-0.04,1.00,-0.15,-0.03,-0.02,5555168
-0.00,-0.04,0.99,0.01,0.03,-0.11,5563624
-0.00,-0.04,1.01,0.09,-0.28,-0.04,5572080
-0.00,-0.04,1.00,0.26,-0.10,-0.01,5580568
0.00,-0.03,1.01,0.32,-0.26,0.03,5589008
-0.00,-0.03,1.00,0.18,0.01,-0.13,5597448
-0.00,-0.04,1.00,0.10,-0.03,-0.07,5605888
-0.00,-0.03,1.00,-0.11,0.52,-0.23,5614352
-0.01,-0.03,1.00,-0.00,0.45,-0.05,5622816
-0.00,-0.05,1.00,-0.19,0.67,-0.17,5631288
0.01,-0.04,1.00,-0.44,1.07,-0.22,5639736
0.00,-0.04,1.00,-0.63,1.65,-0.54,5648224
-0.00,-0.04,1.00,-0.15,1.68,-0.94,5656744
-0.00,-0.03,1.00,0.20,1.28,-0.85,5665176
0.01,-0.03,1.01,-0.41,1.54,-0.69,5673632
-0.00,-0.04,1.00,-0.83,2.03,-0.62,5682136
-0.00,-0.04,1.00,-0.93,2.50,-1.03,5690616
0.00,-0.03,1.01,-0.66,3.90,-2.62,5699096
-0.00,-0.03,1.00,-0.17,3.97,-2.07,5707608
-0.00,-0.04,0.99,-0.06,4.33,-2.11,5716112
-0.00,-0.03,1.00,0.21,4.39,-2.68,5724576
-0.01,-0.04,1.00,0.07,2.94,-2.07,5733056
-0.01,-0.04,1.01,0.17,0.61,-6.43,5741576
0.01,-0.03,0.99,0.56,-0.11,-1.76,5750080
0.00,-0.04,1.00,0.69,-0.39,0.51,5758528
-0.01,-0.03,1.00,0.75,-0.80,0.76,5767016
-0.01,-0.04,1.00,0.82,-1.00,0.85,5775496
-0.01,-0.04,1.00,0.79,-1.04,1.08,5783960
-0.01,-0.04,1.00,0.38,-0.87,1.09,5792400
-0.01,-0.04,0.99,0.27,-0.48,1.00,5800864
0.00,-0.03,1.01,0.26,-0.17,0.93,5809312
-0.00,-0.03,1.00,-0.09,0.15,1.02,5817752
0.00,-0.04,1.00,-0.11,0.16,0.70,5825880
-0.00,-0.05,1.01,0.33,-0.45,1.00,5834312
-0.01,-0.04,0.99,0.75,-1.00,1.11,5842784
0.00,-0.03,1.01,-0.06,-0.46,1.70,5851232
0.01,-0.05,0.99,-6.11,4.84,4.13,5859728
-0.02,-0.04,1.01,-6.05,4.29,4.94,5868208
-0.00,-0.04,0.99,-3.36,1.05,6.30,5876672
-0.01,-0.04,1.00,-11.59,0.21,8.30,5885216
-0.03,-0.08,1.01,-20.31,-6.37,5.46,5893800
-0.01,-0.08,1.01,-28.78,-16.46,1.08,5902472
-0.02,-0.03,0.94,-18.44,-28.54,-7.38,5911176
-0.22,-0.28,1.19,-5.80,-51.07,-36.04,5919904
-0.12,-0.04,0.99,-8.73,-45.30,-56.69,5928592
0.06,0.01,1.00,-10.99,-34.75,-58.20,5937296
0.24,0.07,1.00,-10.28,-23.35,-38.92,5946016
0.26,0.11,1.00,-6.89,-16.02,-11.10,5954656
0.03,-0.06,1.00,-6.34,-5.42,-0.52,5963152
0.04,-0.06,0.99,-4.38,-5.09,0.01,5971616
0.03,-0.05,1.00,-2.22,-4.77,-0.72,5980128
0.05,-0.07,1.00,-0.43,1.19,1.93,5988584
0.05,-0.07,1.00,1.36,4.24,7.81,5997024
0.03,-0.09,0.99,4.03,2.41,15.23,6005536
-0.06,-0.14,1.00,5.01,1.28,14.86,6014088
-0.12,-0.13,0.86,6.64,13.37,7.99,6022680
-0.07,-0.13,1.01,9.94,16.70,0.96,6031200
-0.05,-0.12,0.97,16.58,28.13,-2.77,6039880
-0.03,-0.10,1.04,25.36,36.33,-0.26,6048504
-0.03,-0.08,1.19,33.75,41.57,5.52,6057144
-0.09,-0.07,1.31,35.54,41.52,14.65,6065856
-0.20,-0.01,1.37,33.74,43.83,21.90,6074568
-0.32,-0.01,1.44,30.64,45.13,20.12,6083328
-0.37,-0.03,1.52,28.62,43.26,9.06,6091976
-0.40,-0.01,1.67,28.32,38.56,-7.91,6100608
-0.42,0.05,1.87,22.38,41.60,-22.97,6109360
-0.33,0.18,2.00,15.65,50.58,-24.92,6118056
-0.32,0.25,2.00,9.36,56.99,-13.78,6126712
-0.34,0.22,2.00,-4.03,56.76,-5.70,6135272
-0.38,0.17,2.00,-21.06,48.21,-11.06,6144016
-0.33,0.12,2.00,-42.35,30.90,-25.97,6152736
-0.18,0.17,2.00,-63.74,7.45,-38.55,6161360
-0.08,0.21,2.00,-82.00,-10.20,-42.65,6170104
-0.06,0.26,2.00,-99.07,-8.29,-40.36,6178832
-0.04,0.29,2.00,-113.16,7.43,-35.72,6187568
-0.07,0.29,2.00,-127.54,20.65,-37.72,6196384
-0.00,0.31,2.00,-144.32,27.05,-44.59,6205224
0.10,0.36,1.93,-165.96,25.69,-48.30,6214056
0.18,0.37,1.79,-191.27,11.26,-49.30,6222864
0.31,0.38,1.50,-216.72,-22.25,-53.07,6231712
0.52,0.37,1.04,-237.96,-72.86,-53.27,6240544
0.69,0.39,0.38,-252.26,-125.56,-42.78,6249424
0.65,0.37,-0.40,-258.28,-158.40,-19.46,6258344
0.51,0.25,-1.63,-242.54,-153.64,10.15,6267320
0.37,0.01,-2.00,-195.13,-105.71,39.12,6276248
0.28,-0.24,-2.00,-109.53,-49.22,59.83,6285160
-0.03,-0.47,-2.00,-2.23,4.58,62.59,6293816
-0.26,-0.57,-2.00,95.49,44.47,49.60,6302584
-0.57,-0.54,-2.00,179.07,65.05,27.00,6311416
-0.63,-0.29,-2.00,251.74,74.49,-11.75,6320336
-0.40,0.02,-2.00,297.59,70.35,-31.46,6329200
-0.22,0.38,-1.43,323.98,58.56,-34.48,6338088
-0.10,0.75,-0.58,339.31,43.89,-27.01,6346928
-0.14,0.98,0.29,345.33,38.88,-22.81,6355744
0.03,1.08,1.32,329.60,52.47,-18.23,6364504
0.17,1.05,2.00,306.58,66.64,-5.06,6373152
0.26,0.94,2.00,256.61,71.48,11.02,6381896
0.28,0.84,2.00,202.73,57.98,32.06,6390616
0.13,0.71,2.00,155.10,30.27,48.99,6399336
-0.12,0.57,2.00,116.84,6.38,47.15,6408040
-0.26,0.45,2.00,91.62,-12.20,30.67,6416784
-0.27,0.36,2.00,64.36,-27.01,12.74,6425488
-0.24,0.31,2.00,39.57,-36.13,0.82,6434152
-0.19,0.25,2.00,16.30,-42.86,-5.62,6442824
-0.20,0.20,2.00,0.61,-50.03,-9.55,6451376
-0.21,0.15,2.00,-8.57,-53.29,-17.06,6460072
-0.16,0.13,1.86,-12.52,-51.22,-23.15,6468864
-0.11,0.10,1.79,-15.51,-47.26,-26.17,6477616
-0.10,0.09,1.74,-19.13,-42.02,-26.65,6486368
-0.11,0.07,1.72,-24.19,-38.74,-26.65,6495136
-0.09,0.04,1.67,-29.74,-39.55,-28.26,6503928
-0.05,0.04,1.58,-34.57,-42.20,-30.49,6512712
0.02,0.04,1.48,-39.70,-43.13,-28.05,6521432
0.05,0.08,1.32,-40.73,-41.13,-17.61,6530160
-0.05,0.05,1.12,-40.12,-33.10,-10.48,6538936
-0.07,0.04,1.07,-30.54,-21.87,-6.98,6547608
-0.11,-0.01,1.06,-33.35,-15.24,-2.60,6556320
-0.17,-0.04,0.98,-30.92,-15.82,-7.65,6565032
-0.15,-0.06,1.00,-28.17,-22.87,-16.20,6573824
-0.07,-0.01,0.94,-27.76,-27.96,-16.16,6582600
-0.09,-0.02,0.90,-23.64,-28.54,-12.74,6591392
-0.06,-0.03,0.94,-22.63,-28.11,-10.65,6600160
-0.04,-0.03,0.97,-23.30,-34.80,-8.34,6608864
-0.09,-0.02,0.96,-23.45,-41.51,-8.04,6617560
-0.09,0.00,0.92,-22.19,-41.30,-9.85,6626232
-0.07,0.01,0.91,-19.50,-40.02,-10.98,6634984
-0.07,0.02,0.86,-16.38,-39.01,-11.79,6643728
0.00,-0.01,1.01,-18.43,-36.32,-17.29,6652504
0.06,0.07,0.87,-13.35,-34.84,-13.85,6661208
0.06,0.03,0.92,-10.22,-29.24,-12.69,6669936
0.11,0.03,0.93,-8.73,-23.21,-11.52,6678624
0.12,0.03,0.95,-7.06,-22.32,-10.92,6687280
0.10,0.01,0.98,-6.60,-20.40,-10.72,6695936
0.08,0.02,0.98,-6.64,-15.56,-11.99,6704568
0.13,0.00,1.03,-7.19,-12.68,-13.88,6712968
0.22,0.01,1.05,-10.67,-17.65,-16.11,6721760
0.28,0.02,1.04,-12.61,-25.85,-11.38,6730504
0.21,0.02,0.97,-12.77,-21.45,-6.88,6739208
0.19,0.01,0.98,-12.17,-7.76,-5.76,6747816
0.23,0.02,0.98,-11.65,1.11,-4.95,6756400
0.20,0.01,0.95,-10.23,9.20,-3.59,6764960
0.17,0.01,0.92,-7.73,25.17,-4.08,6773528
0.19,0.01,0.94,-4.77,46.36,-5.18,6782112
0.28,0.01,1.05,-4.41,60.93,-2.16,6790696
0.31,0.01,1.13,-6.95,61.08,6.10,6799240
0.25,0.00,1.13,-9.96,52.93,13.31,6807888
0.14,-0.01,1.09,-11.65,47.26,14.45,6816608
0.04,-0.02,1.06,-12.55,44.29,11.23,6825312
-0.04,-0.03,1.00,-12.03,50.67,5.86,6833952
-0.07,-0.02,1.00,-11.57,69.39,-0.11,6842624
0.01,-0.00,1.06,-12.35,90.35,-1.55,6851240
0.06,0.01,1.10,-13.62,105.87,4.21,6859952
0.05,0.02,1.07,-14.28,118.50,11.35,6868720
0.04,-0.00,1.08,-14.58,118.62,17.20,6877472
-0.00,-0.03,1.07,-15.28,100.58,16.51,6886272
-0.06,-0.04,1.03,-12.86,77.90,10.27,6895000
-0.07,-0.03,1.03,-10.38,58.44,4.97,6903640
-0.05,-0.05,1.05,-11.22,40.44,1.66,6912288
-0.04,-0.05,1.04,-13.24,24.03,1.54,6920920
-0.06,-0.04,0.98,-14.44,14.09,4.06,6929528
-0.10,-0.04,0.94,-13.64,7.71,5.60,6938088
-0.16,-0.05,0.91,-12.23,5.20,5.17,6946704
-0.21,-0.05,0.87,-9.70,7.68,1.58,6955200
-0.21,-0.05,0.87,-6.81,10.44,-4.69,6963824
-0.18,-0.05,0.90,-4.29,6.56,-10.39,6972432
-0.16,-0.05,0.92,-2.57,-0.37,-14.51,6981072
-0.14,-0.05,0.93,-1.99,-6.64,-16.71,6989744
-0.09,-0.04,0.95,-1.76,-11.79,-17.06,6998416
-0.05,-0.04,0.98,-3.06,-15.10,-15.24,7007080
-0.03,-0.04,0.98,-4.61,-17.56,-10.42,7015792
-0.04,-0.04,0.94,-5.74,-20.37,-5.81,7024392
-0.10,-0.04,0.86,-4.64,-17.64,-4.36,7033048
-0.12,-0.04,0.81,-1.56,-5.91,-5.38,7041616
-0.09,-0.03,0.85,2.17,4.29,-5.09,7050120
-0.06,-0.05,0.92,3.65,5.08,-4.13,7058600
-0.09,-0.06,0.96,3.74,0.90,-6.10,7067056
-0.07,-0.06,0.97,2.98,-3.04,-8.97,7075544
-0.05,-0.06,0.99,1.69,-6.37,-10.04,7084128
-0.00,-0.06,0.99,-0.11,-11.29,-9.00,7092704
-0.00,-0.05,0.98,-0.96,-16.48,-7.32,7101312
-0.04,-0.05,0.94,-0.80,-17.39,-5.32,7109912
-0.09,-0.06,0.93,0.81,-14.52,-6.16,7118504
-0.09,-0.06,0.91,2.12,-7.82,-8.88,7127016
-0.05,-0.05,0.95,3.39,-2.80,-11.21,7135624
0.00,-0.05,0.99,3.14,-0.22,-10.33,7144168
0.04,-0.05,0.98,2.32,2.12,-6.86,7152640
0.06,-0.05,0.97,1.81,4.93,-1.81,7161080
0.04,-0.05,0.94,2.26,5.52,2.47,7169504
-0.01,-0.07,0.95,3.17,3.95,3.20,7177960
-0.05,-0.08,0.94,3.85,3.42,1.52,7186392
-0.06,-0.06,0.92,5.72,5.71,-0.65,7194864
-0.04,-0.06,0.96,6.82,7.20,-1.23,7203312
-0.03,-0.06,1.02,6.44,5.45,-1.58,7211776
-0.03,-0.06,1.03,4.72,1.66,-2.04,7220232
-0.02,-0.06,1.01,3.48,-0.89,-1.65,7228720
-0.02,-0.05,0.97,3.71,-0.40,-0.13,7237208
-0.04,-0.04,0.96,4.67,3.54,2.12,7245688
-0.07,-0.05,0.97,5.75,7.72,2.70,7254136
-0.08,-0.06,0.98,6.49,11.60,1.38,7262624
-0.06,-0.06,1.02,6.20,12.55,0.53,7271112
-0.05,-0.06,1.04,5.42,10.01,0.24,7279624
-0.06,-0.05,1.02,4.56,7.71,0.86,7288072
-0.09,-0.03,0.98,4.30,11.49,2.07,7296576
-0.12,-0.04,0.99,5.57,18.33,1.89,7305152
-0.12,-0.05,1.01,6.17,23.31,-0.14,7313752
-0.11,-0.05,1.03,6.14,26.50,-2.25,7322312
-0.11,-0.04,1.01,5.37,38.13,-2.94,7330896
-0.09,-0.02,0.99,5.77,57.25,-0.71,7339456
-0.10,-0.01,1.03,5.72,76.67,1.19,7348032
-0.15,-0.02,1.04,4.41,100.87,1.25,7356712
-0.23,0.02,0.99,3.34,135.97,1.22,7365344
-0.35,0.04,0.91,6.00,192.29,-3.64,7373968
-0.46,0.05,0.85,11.36,285.14,-16.77,7382744
-0.30,0.14,0.99,17.30,407.00,-27.79,7391504
0.06,0.18,1.31,17.98,498.21,-20.36,7400288
0.36,0.15,1.67,7.71,498.21,9.61,7408904
0.55,0.10,1.99,-22.61,498.21,51.84,7417688
0.50,0.18,1.78,-49.09,498.21,95.64,7426448
0.27,0.21,1.61,-68.69,498.21,138.13,7435320
-0.08,0.28,1.22,-90.83,498.21,168.65,7444200
-0.39,0.24,0.81,-100.80,497.55,176.33,7453184
-0.55,0.09,0.56,-107.42,445.19,171.34,7462096
-0.77,0.01,0.21,-107.25,371.51,157.77,7471120
-1.04,-0.14,-0.07,-90.73,301.11,127.83,7480088
-1.31,-0.19,-0.23,-70.69,254.78,79.61,7489000
-1.21,-0.19,-0.14,-58.28,226.21,33.60,7497928
-0.90,-0.05,-0.10,-54.61,188.39,15.43,7506760
-0.74,0.04,-0.23,-51.68,145.36,24.42,7515576
-0.78,0.06,-0.29,-47.16,105.19,39.66,7524448
-0.93,-0.03,-0.32,-46.51,52.21,43.67,7533240
-1.12,-0.01,-0.42,-42.28,-6.20,34.03,7541992
-1.26,0.02,-0.45,-33.02,-64.20,17.63,7550768
-1.32,-0.02,-0.32,-23.64,-123.97,-6.17,7559648
-1.20,-0.01,-0.06,-19.30,-188.28,-30.88,7568568
-1.05,0.00,0.15,-21.71,-262.78,-42.89,7577464
-0.95,0.08,0.31,-30.28,-349.71,-46.10,7586336
-0.95,0.02,0.42,-40.63,-428.22,-49.58,7595216
-1.02,0.02,0.58,-52.66,-499.45,-61.01,7604080
-0.96,0.02,0.77,-57.36,-502.32,-75.53,7612984
-0.77,0.03,0.92,-61.85,-502.32,-86.68,7621848
-0.49,0.00,1.01,-62.60,-502.32,-91.81,7630664
-0.38,-0.09,0.90,-62.19,-502.32,-90.88,7639536
-0.32,-0.10,0.63,-48.77,-502.32,-91.09,7648416
-0.36,-0.08,0.29,-21.50,-502.32,-104.91,7657360
-0.26,-0.03,0.08,13.97,-502.32,-134.23,7666296
0.29,0.05,0.15,51.45,-502.32,-143.47,7675152
1.10,0.27,0.56,81.72,-502.32,-99.53,7683984
1.38,0.35,1.17,87.48,-502.32,-15.81,7692808
0.91,0.21,1.32,69.75,-442.16,56.91,7701584
0.41,0.03,1.16,50.82,-298.86,73.83,7710384
0.16,-0.04,0.85,41.17,-167.53,51.99,7719200
0.05,-0.02,0.67,40.93,-51.87,15.66,7727904
0.13,-0.04,0.69,43.33,60.67,-23.39,7736608
0.50,-0.03,0.91,40.58,145.17,-43.91,7745408
0.88,0.04,1.00,34.41,180.27,-33.55,7754160
0.92,0.05,0.94,28.88,187.10,-4.10,7762816
0.75,0.01,0.86,27.01,176.52,21.17,7771520
0.50,-0.00,0.80,30.55,151.55,33.90,7780248
0.23,-0.03,0.86,34.98,123.94,33.72,7789048
-0.02,-0.04,0.97,36.38,100.47,23.02,7797824
-0.19,-0.04,1.09,34.33,91.25,6.80,7806456
-0.24,-0.02,1.15,29.33,92.06,-9.88,7815160
-0.16,-0.01,1.25,23.57,91.10,-25.96,7823936
-0.00,0.00,1.29,16.00,75.40,-37.68,7832568
0.12,0.01,1.27,8.98,52.45,-41.55,7841192
0.23,0.05,1.22,2.91,32.62,-38.36,7849856
0.35,0.07,1.22,-2.20,13.68,-27.96,7858496
0.39,0.08,1.20,-7.64,-10.77,-13.76,7867160
0.34,0.07,1.15,-11.91,-36.77,-1.03,7875832
0.20,0.07,1.04,-12.96,-50.66,5.06,7884424
0.07,0.06,0.94,-10.73,-51.06,4.41,7893040
-0.03,0.04,0.89,-7.53,-40.25,-2.97,7901632
-0.07,0.02,0.87,-4.00,-22.68,-15.76,7910288
0.03,0.01,0.91,-1.16,-3.36,-29.26,7918888
0.26,0.03,1.01,-0.92,6.53,-34.74,7927432
0.42,0.04,1.04,-2.12,4.81,-29.24,7936016
0.48,0.05,1.01,-3.15,1.20,-17.82,7944520
0.47,0.06,0.96,-3.09,3.63,-5.14,7952976
0.40,0.06,0.99,-3.15,7.39,7.32,7961408
0.29,0.05,0.98,-2.20,8.82,13.90,7969912
0.18,0.03,1.01,-2.08,6.23,12.85,7978448
0.11,0.02,0.99,-1.70,3.14,6.88,7986920
0.04,0.02,0.97,-0.29,5.86,-1.85,7995376
0.07,0.04,0.96,1.34,14.41,-10.23,8003976
0.15,0.05,1.00,2.96,22.45,-13.27,8012568
0.23,0.06,1.05,2.30,24.68,-12.40,8021152
0.26,0.05,1.08,0.78,20.16,-10.52,8029760
0.27,0.04,1.09,-1.35,10.84,-8.40,8038312
0.29,0.05,1.05,-2.46,0.79,-6.77,8046784
0.28,0.07,1.01,-2.63,-5.00,-2.02,8055240
0.23,0.06,1.01,-2.41,-9.09,1.80,8063712
0.17,0.05,1.02,-2.80,-10.78,2.42,8072256
0.10,0.05,0.99,-2.66,-9.55,-0.08,8080728
0.06,0.06,0.97,-1.57,-3.13,-5.73,8089184
0.11,0.05,1.01,-0.67,2.58,-11.27,8097760
0.15,0.06,1.01,-0.78,6.36,-13.90,8106320
0.21,0.07,1.05,-1.61,9.63,-14.04,8114888
0.25,0.07,1.08,-3.68,8.50,-11.43,8123408
0.27,0.06,1.08,-5.71,3.42,-7.36,8131888
0.23,0.05,1.04,-6.93,-0.28,-3.96,8140360
0.19,0.06,1.00,-6.54,-2.64,-1.72,8148880
0.13,0.06,0.99,-6.02,-3.39,-1.32,8157352
0.07,0.03,1.01,-5.44,-2.29,-4.60,8165832
0.03,0.03,1.00,-5.42,1.34,-11.79,8174376
0.08,0.04,1.02,-5.57,7.97,-19.53,8182912
0.17,0.05,1.06,-6.67,9.90,-22.68,8191456
0.24,0.05,1.06,-8.12,6.94,-22.45,8200024
0.31,0.05,1.07,-9.70,0.67,-21.04,8208560
0.40,0.05,1.09,-11.51,-10.05,-18.60,8217264
0.47,0.05,1.12,-15.07,-24.40,-14.78,8226000
0.50,0.08,1.10,-17.47,-38.45,-10.40,8234696
0.48,0.10,1.08,-19.25,-43.47,-9.99,8243336
0.45,0.12,1.02,-18.64,-32.46,-20.57,8252064
0.59,0.09,0.97,-16.29,-9.06,-44.92,8260672
1.02,0.07,0.96,-13.04,23.17,-71.21,8269360
1.75,0.15,1.01,-11.51,53.68,-76.97,8278096
